comment_id,user_id,created_at
1196,1228,2026-05-13 08:02:44.742121+00
1197,1257,2026-05-13 08:02:44.742121+00
1197,1239,2026-05-13 08:02:44.742121+00
1198,1232,2026-05-13 08:02:44.742121+00
1198,1266,2026-05-13 08:02:44.742121+00
1198,1235,2026-05-13 08:02:44.742121+00
1199,1211,2026-05-13 08:02:44.742121+00
1199,1202,2026-05-13 08:02:44.742121+00
1202,1208,2026-05-13 08:02:44.742121+00
1202,1253,2026-05-13 08:02:44.742121+00
1203,1208,2026-05-13 08:02:44.742121+00
1203,1210,2026-05-13 08:02:44.742121+00
1203,1243,2026-05-13 08:02:44.742121+00
1203,1237,2026-05-13 08:02:44.742121+00
1204,1217,2026-05-13 08:02:44.742121+00
1204,1215,2026-05-13 08:02:44.742121+00
1204,1238,2026-05-13 08:02:44.742121+00
1204,1267,2026-05-13 08:02:44.742121+00
1205,1219,2026-05-13 08:02:44.742121+00
1205,1234,2026-05-13 08:02:44.742121+00
1206,1251,2026-05-13 08:02:44.742121+00
1206,1216,2026-05-13 08:02:44.742121+00
1206,1198,2026-05-13 08:02:44.742121+00
1207,1218,2026-05-13 08:02:44.742121+00
1207,1257,2026-05-13 08:02:44.742121+00
1209,1226,2026-05-13 08:02:44.742121+00
1209,1234,2026-05-13 08:02:44.742121+00
1210,1211,2026-05-13 08:02:44.742121+00
1210,1223,2026-05-13 08:02:44.742121+00
1210,1218,2026-05-13 08:02:44.742121+00
1211,1197,2026-05-13 08:02:44.742121+00
1211,1205,2026-05-13 08:02:44.742121+00
1212,1236,2026-05-13 08:02:44.742121+00
1213,1253,2026-05-13 08:02:44.742121+00
1213,1212,2026-05-13 08:02:44.742121+00
1213,1203,2026-05-13 08:02:44.742121+00
1213,1245,2026-05-13 08:02:44.742121+00
1213,1220,2026-05-13 08:02:44.742121+00
1213,1213,2026-05-13 08:02:44.742121+00
1213,1257,2026-05-13 08:02:44.742121+00
1214,1229,2026-05-13 08:02:44.742121+00
1214,1267,2026-05-13 08:02:44.742121+00
1217,1264,2026-05-13 08:02:44.742121+00
1217,1237,2026-05-13 08:02:44.742121+00
1217,1230,2026-05-13 08:02:44.742121+00
1218,1214,2026-05-13 08:02:44.742121+00
1219,1216,2026-05-13 08:02:44.742121+00
1219,1219,2026-05-13 08:02:44.742121+00
1219,1211,2026-05-13 08:02:44.742121+00
1220,1230,2026-05-13 08:02:44.742121+00
1220,1203,2026-05-13 08:02:44.742121+00
1221,1222,2026-05-13 08:02:44.742121+00
1221,1205,2026-05-13 08:02:44.742121+00
1221,1252,2026-05-13 08:02:44.742121+00
1221,1213,2026-05-13 08:02:44.742121+00
1221,1237,2026-05-13 08:02:44.742121+00
1222,1202,2026-05-13 08:02:44.742121+00
1222,1268,2026-05-13 08:02:44.742121+00
1222,1259,2026-05-13 08:02:44.742121+00
1224,1266,2026-05-13 08:02:44.742121+00
1224,1263,2026-05-13 08:02:44.742121+00
1225,1196,2026-05-13 08:02:44.742121+00
1225,1239,2026-05-13 08:02:44.742121+00
1225,1228,2026-05-13 08:02:44.742121+00
1226,1207,2026-05-13 08:02:44.742121+00
1226,1222,2026-05-13 08:02:44.742121+00
1226,1246,2026-05-13 08:02:44.742121+00
1226,1253,2026-05-13 08:02:44.742121+00
1227,1216,2026-05-13 08:02:44.742121+00
1227,1257,2026-05-13 08:02:44.742121+00
1227,1220,2026-05-13 08:02:44.742121+00
1227,1201,2026-05-13 08:02:44.742121+00
1227,1242,2026-05-13 08:02:44.742121+00
1228,1232,2026-05-13 08:02:44.742121+00
1228,1227,2026-05-13 08:02:44.742121+00
1228,1213,2026-05-13 08:02:44.742121+00
1229,1266,2026-05-13 08:02:44.742121+00
1229,1218,2026-05-13 08:02:44.742121+00
1229,1214,2026-05-13 08:02:44.742121+00
1230,1238,2026-05-13 08:02:44.742121+00
1230,1237,2026-05-13 08:02:44.742121+00
1230,1216,2026-05-13 08:02:44.742121+00
1232,1228,2026-05-13 08:02:44.742121+00
1232,1239,2026-05-13 08:02:44.742121+00
1232,1211,2026-05-13 08:02:44.742121+00
1233,1232,2026-05-13 08:02:44.742121+00
1233,1211,2026-05-13 08:02:44.742121+00
1233,1227,2026-05-13 08:02:44.742121+00
1234,1258,2026-05-13 08:02:44.742121+00
1234,1262,2026-05-13 08:02:44.742121+00
1234,1216,2026-05-13 08:02:44.742121+00
1235,1203,2026-05-13 08:02:44.742121+00
1236,1212,2026-05-13 08:02:44.742121+00
1236,1258,2026-05-13 08:02:44.742121+00
1236,1237,2026-05-13 08:02:44.742121+00
1237,1243,2026-05-13 08:02:44.742121+00
1237,1201,2026-05-13 08:02:44.742121+00
1237,1268,2026-05-13 08:02:44.742121+00
1237,1246,2026-05-13 08:02:44.742121+00
1238,1268,2026-05-13 08:02:44.742121+00
1238,1247,2026-05-13 08:02:44.742121+00
1238,1245,2026-05-13 08:02:44.742121+00
1238,1234,2026-05-13 08:02:44.742121+00
1239,1211,2026-05-13 08:02:44.742121+00
1239,1199,2026-05-13 08:02:44.742121+00
1239,1224,2026-05-13 08:02:44.742121+00
1239,1210,2026-05-13 08:02:44.742121+00
1239,1246,2026-05-13 08:02:44.742121+00
1239,1267,2026-05-13 08:02:44.742121+00
1239,1266,2026-05-13 08:02:44.742121+00
1239,1236,2026-05-13 08:02:44.742121+00
1240,1236,2026-05-13 08:02:44.742121+00
1240,1271,2026-05-13 08:02:44.742121+00
1241,1209,2026-05-13 08:02:44.742121+00
1242,1221,2026-05-13 08:02:44.742121+00
1243,1235,2026-05-13 08:02:44.742121+00
1243,1251,2026-05-13 08:02:44.742121+00
1243,1199,2026-05-13 08:02:44.742121+00
1243,1207,2026-05-13 08:02:44.742121+00
1244,1222,2026-05-13 08:02:44.742121+00
1244,1235,2026-05-13 08:02:44.742121+00
1244,1244,2026-05-13 08:02:44.742121+00
1245,1249,2026-05-13 08:02:44.742121+00
1245,1231,2026-05-13 08:02:44.742121+00
1245,1264,2026-05-13 08:02:44.742121+00
1246,1248,2026-05-13 08:02:44.742121+00
1246,1194,2026-05-13 08:02:44.742121+00
1246,1216,2026-05-13 08:02:44.742121+00
1246,1258,2026-05-13 08:02:44.742121+00
1246,1259,2026-05-13 08:02:44.742121+00
1246,1246,2026-05-13 08:02:44.742121+00
1247,1214,2026-05-13 08:02:44.742121+00
1247,1207,2026-05-13 08:02:44.742121+00
1247,1269,2026-05-13 08:02:44.742121+00
1247,1245,2026-05-13 08:02:44.742121+00
1248,1249,2026-05-13 08:02:44.742121+00
1248,1211,2026-05-13 08:02:44.742121+00
1248,1195,2026-05-13 08:02:44.742121+00
1249,1269,2026-05-13 08:02:44.742121+00
1250,1217,2026-05-13 08:02:44.742121+00
1250,1213,2026-05-13 08:02:44.742121+00
1250,1194,2026-05-13 08:02:44.742121+00
1250,1205,2026-05-13 08:02:44.742121+00
1251,1239,2026-05-13 08:02:44.742121+00
1251,1223,2026-05-13 08:02:44.742121+00
1252,1254,2026-05-13 08:02:44.742121+00
1252,1269,2026-05-13 08:02:44.742121+00
1252,1203,2026-05-13 08:02:44.742121+00
1252,1237,2026-05-13 08:02:44.742121+00
1253,1226,2026-05-13 08:02:44.742121+00
1253,1232,2026-05-13 08:02:44.742121+00
1253,1224,2026-05-13 08:02:44.742121+00
1253,1265,2026-05-13 08:02:44.742121+00
1254,1221,2026-05-13 08:02:44.742121+00
1254,1251,2026-05-13 08:02:44.742121+00
1254,1211,2026-05-13 08:02:44.742121+00
1255,1249,2026-05-13 08:02:44.742121+00
1255,1203,2026-05-13 08:02:44.742121+00
1255,1229,2026-05-13 08:02:44.742121+00
1255,1240,2026-05-13 08:02:44.742121+00
1255,1244,2026-05-13 08:02:44.742121+00
1255,1243,2026-05-13 08:02:44.742121+00
1256,1259,2026-05-13 08:02:44.742121+00
1256,1261,2026-05-13 08:02:44.742121+00
1256,1241,2026-05-13 08:02:44.742121+00
1256,1196,2026-05-13 08:02:44.742121+00
1256,1255,2026-05-13 08:02:44.742121+00
1258,1209,2026-05-13 08:02:44.742121+00
1258,1249,2026-05-13 08:02:44.742121+00
1258,1233,2026-05-13 08:02:44.742121+00
1259,1204,2026-05-13 08:02:44.742121+00
1259,1252,2026-05-13 08:02:44.742121+00
1260,1234,2026-05-13 08:02:44.742121+00
1260,1233,2026-05-13 08:02:44.742121+00
1260,1239,2026-05-13 08:02:44.742121+00
1260,1248,2026-05-13 08:02:44.742121+00
1262,1211,2026-05-13 08:02:44.742121+00
1263,1248,2026-05-13 08:02:44.742121+00
1263,1234,2026-05-13 08:02:44.742121+00
1264,1267,2026-05-13 08:02:44.742121+00
1264,1257,2026-05-13 08:02:44.742121+00
1264,1241,2026-05-13 08:02:44.742121+00
1266,1220,2026-05-13 08:02:44.742121+00
1266,1244,2026-05-13 08:02:44.742121+00
1267,1270,2026-05-13 08:02:44.742121+00
1267,1236,2026-05-13 08:02:44.742121+00
1267,1224,2026-05-13 08:02:44.742121+00
1267,1257,2026-05-13 08:02:44.742121+00
1267,1217,2026-05-13 08:02:44.742121+00
1267,1269,2026-05-13 08:02:44.742121+00
1267,1225,2026-05-13 08:02:44.742121+00
1268,1194,2026-05-13 08:02:44.742121+00
1268,1269,2026-05-13 08:02:44.742121+00
1269,1259,2026-05-13 08:02:44.742121+00
1269,1235,2026-05-13 08:02:44.742121+00
1271,1209,2026-05-13 08:02:44.742121+00
1271,1224,2026-05-13 08:02:44.742121+00
1272,1225,2026-05-13 08:02:44.742121+00
1272,1204,2026-05-13 08:02:44.742121+00
1272,1268,2026-05-13 08:02:44.742121+00
1272,1234,2026-05-13 08:02:44.742121+00
1272,1270,2026-05-13 08:02:44.742121+00
1273,1227,2026-05-13 08:02:44.742121+00
1273,1211,2026-05-13 08:02:44.742121+00
1273,1244,2026-05-13 08:02:44.742121+00
1274,1225,2026-05-13 08:02:44.742121+00
1274,1267,2026-05-13 08:02:44.742121+00
1275,1219,2026-05-13 08:02:44.742121+00
1276,1241,2026-05-13 08:02:44.742121+00
1276,1247,2026-05-13 08:02:44.742121+00
1277,1214,2026-05-13 08:02:44.742121+00
1277,1231,2026-05-13 08:02:44.742121+00
1277,1218,2026-05-13 08:02:44.742121+00
1278,1237,2026-05-13 08:02:44.742121+00
1279,1228,2026-05-13 08:02:44.742121+00
1280,1217,2026-05-13 08:02:44.742121+00
1280,1269,2026-05-13 08:02:44.742121+00
1282,1214,2026-05-13 08:02:44.742121+00
1282,1253,2026-05-13 08:02:44.742121+00
1283,1213,2026-05-13 08:02:44.742121+00
1283,1254,2026-05-13 08:02:44.742121+00
1286,1235,2026-05-13 08:02:44.742121+00
1286,1226,2026-05-13 08:02:44.742121+00
1286,1266,2026-05-13 08:02:44.742121+00
1286,1197,2026-05-13 08:02:44.742121+00
1287,1237,2026-05-13 08:02:44.742121+00
1288,1207,2026-05-13 08:02:44.742121+00
1289,1210,2026-05-13 08:02:44.742121+00
1289,1198,2026-05-13 08:02:44.742121+00
1289,1241,2026-05-13 08:02:44.742121+00
1289,1194,2026-05-13 08:02:44.742121+00
1289,1270,2026-05-13 08:02:44.742121+00
1290,1198,2026-05-13 08:02:44.742121+00
1290,1266,2026-05-13 08:02:44.742121+00
1290,1199,2026-05-13 08:02:44.742121+00
1291,1257,2026-05-13 08:02:44.742121+00
1291,1197,2026-05-13 08:02:44.742121+00
1291,1194,2026-05-13 08:02:44.742121+00
1292,1242,2026-05-13 08:02:44.742121+00
1292,1243,2026-05-13 08:02:44.742121+00
1292,1239,2026-05-13 08:02:44.742121+00
1292,1204,2026-05-13 08:02:44.742121+00
1292,1237,2026-05-13 08:02:44.742121+00
1292,1271,2026-05-13 08:02:44.742121+00
1292,1227,2026-05-13 08:02:44.742121+00
1292,1194,2026-05-13 08:02:44.742121+00
1293,1251,2026-05-13 08:02:44.742121+00
1293,1259,2026-05-13 08:02:44.742121+00
1294,1247,2026-05-13 08:02:44.742121+00
1295,1224,2026-05-13 08:02:44.742121+00
1295,1248,2026-05-13 08:02:44.742121+00
1296,1221,2026-05-13 08:02:44.742121+00
1296,1271,2026-05-13 08:02:44.742121+00
1297,1208,2026-05-13 08:02:44.742121+00
1297,1261,2026-05-13 08:02:44.742121+00
1297,1244,2026-05-13 08:02:44.742121+00
1297,1227,2026-05-13 08:02:44.742121+00
1297,1212,2026-05-13 08:02:44.742121+00
1298,1231,2026-05-13 08:02:44.742121+00
1298,1250,2026-05-13 08:02:44.742121+00
1298,1242,2026-05-13 08:02:44.742121+00
1298,1271,2026-05-13 08:02:44.742121+00
1298,1249,2026-05-13 08:02:44.742121+00
1299,1259,2026-05-13 08:02:44.742121+00
1299,1209,2026-05-13 08:02:44.742121+00
1299,1207,2026-05-13 08:02:44.742121+00
1299,1227,2026-05-13 08:02:44.742121+00
1299,1244,2026-05-13 08:02:44.742121+00
1300,1234,2026-05-13 08:02:44.742121+00
1300,1208,2026-05-13 08:02:44.742121+00
1301,1262,2026-05-13 08:02:44.742121+00
1301,1196,2026-05-13 08:02:44.742121+00
1301,1258,2026-05-13 08:02:44.742121+00
1301,1253,2026-05-13 08:02:44.742121+00
1303,1219,2026-05-13 08:02:44.742121+00
1303,1253,2026-05-13 08:02:44.742121+00
1304,1228,2026-05-13 08:02:44.742121+00
1304,1215,2026-05-13 08:02:44.742121+00
1304,1194,2026-05-13 08:02:44.742121+00
1305,1233,2026-05-13 08:02:44.742121+00
1305,1264,2026-05-13 08:02:44.742121+00
1305,1240,2026-05-13 08:02:44.742121+00
1306,1250,2026-05-13 08:02:44.742121+00
1306,1233,2026-05-13 08:02:44.742121+00
1306,1225,2026-05-13 08:02:44.742121+00
1309,1225,2026-05-13 08:02:44.742121+00
1309,1234,2026-05-13 08:02:44.742121+00
1309,1267,2026-05-13 08:02:44.742121+00
1310,1196,2026-05-13 08:02:44.742121+00
1310,1212,2026-05-13 08:02:44.742121+00
1310,1269,2026-05-13 08:02:44.742121+00
1311,1206,2026-05-13 08:02:44.742121+00
1311,1236,2026-05-13 08:02:44.742121+00
1311,1234,2026-05-13 08:02:44.742121+00
1311,1246,2026-05-13 08:02:44.742121+00
1312,1198,2026-05-13 08:02:44.742121+00
1312,1207,2026-05-13 08:02:44.742121+00
1312,1210,2026-05-13 08:02:44.742121+00
1312,1241,2026-05-13 08:02:44.742121+00
1315,1228,2026-05-13 08:02:44.742121+00
1315,1211,2026-05-13 08:02:44.742121+00
1315,1197,2026-05-13 08:02:44.742121+00
1315,1232,2026-05-13 08:02:44.742121+00
1316,1249,2026-05-13 08:02:44.742121+00
1316,1267,2026-05-13 08:02:44.742121+00
1316,1203,2026-05-13 08:02:44.742121+00
1317,1229,2026-05-13 08:02:44.742121+00
1317,1218,2026-05-13 08:02:44.742121+00
1317,1209,2026-05-13 08:02:44.742121+00
1318,1235,2026-05-13 08:02:44.742121+00
1318,1252,2026-05-13 08:02:44.742121+00
1319,1230,2026-05-13 08:02:44.742121+00
1319,1228,2026-05-13 08:02:44.742121+00
1319,1198,2026-05-13 08:02:44.742121+00
1319,1243,2026-05-13 08:02:44.742121+00
1320,1244,2026-05-13 08:02:44.742121+00
1322,1251,2026-05-13 08:02:44.742121+00
1324,1201,2026-05-13 08:02:44.742121+00
1324,1228,2026-05-13 08:02:44.742121+00
1324,1257,2026-05-13 08:02:44.742121+00
1324,1203,2026-05-13 08:02:44.742121+00
1324,1268,2026-05-13 08:02:44.742121+00
1324,1225,2026-05-13 08:02:44.742121+00
1324,1266,2026-05-13 08:02:44.742121+00
1324,1204,2026-05-13 08:02:44.742121+00
1325,1234,2026-05-13 08:02:44.742121+00
1326,1194,2026-05-13 08:02:44.742121+00
1327,1237,2026-05-13 08:02:44.742121+00
1327,1201,2026-05-13 08:02:44.742121+00
1327,1220,2026-05-13 08:02:44.742121+00
1327,1239,2026-05-13 08:02:44.742121+00
1327,1263,2026-05-13 08:02:44.742121+00
1328,1216,2026-05-13 08:02:44.742121+00
1328,1243,2026-05-13 08:02:44.742121+00
1328,1262,2026-05-13 08:02:44.742121+00
1328,1220,2026-05-13 08:02:44.742121+00
1328,1205,2026-05-13 08:02:44.742121+00
1329,1257,2026-05-13 08:02:44.742121+00
1329,1202,2026-05-13 08:02:44.742121+00
1329,1266,2026-05-13 08:02:44.742121+00
1329,1232,2026-05-13 08:02:44.742121+00
1329,1219,2026-05-13 08:02:44.742121+00
1330,1229,2026-05-13 08:02:44.742121+00
1331,1206,2026-05-13 08:02:44.742121+00
1331,1265,2026-05-13 08:02:44.742121+00
1331,1254,2026-05-13 08:02:44.742121+00
1334,1233,2026-05-13 08:02:44.742121+00
1334,1216,2026-05-13 08:02:44.742121+00
1335,1194,2026-05-13 08:02:44.742121+00
1335,1262,2026-05-13 08:02:44.742121+00
1335,1206,2026-05-13 08:02:44.742121+00
1335,1251,2026-05-13 08:02:44.742121+00
1335,1267,2026-05-13 08:02:44.742121+00
1335,1195,2026-05-13 08:02:44.742121+00
1336,1250,2026-05-13 08:02:44.742121+00
1336,1219,2026-05-13 08:02:44.742121+00
1338,1232,2026-05-13 08:02:44.742121+00
1338,1207,2026-05-13 08:02:44.742121+00
1338,1239,2026-05-13 08:02:44.742121+00
1338,1203,2026-05-13 08:02:44.742121+00
1338,1254,2026-05-13 08:02:44.742121+00
1338,1270,2026-05-13 08:02:44.742121+00
1338,1221,2026-05-13 08:02:44.742121+00
1339,1194,2026-05-13 08:02:44.742121+00
1339,1270,2026-05-13 08:02:44.742121+00
1339,1205,2026-05-13 08:02:44.742121+00
1339,1220,2026-05-13 08:02:44.742121+00
1340,1247,2026-05-13 08:02:44.742121+00
1340,1198,2026-05-13 08:02:44.742121+00
1341,1268,2026-05-13 08:02:44.742121+00
1341,1252,2026-05-13 08:02:44.742121+00
1341,1198,2026-05-13 08:02:44.742121+00
1341,1203,2026-05-13 08:02:44.742121+00
1343,1234,2026-05-13 08:02:44.742121+00
1343,1223,2026-05-13 08:02:44.742121+00
1343,1219,2026-05-13 08:02:44.742121+00
1344,1254,2026-05-13 08:02:44.742121+00
1344,1233,2026-05-13 08:02:44.742121+00
1344,1205,2026-05-13 08:02:44.742121+00
1344,1219,2026-05-13 08:02:44.742121+00
1344,1195,2026-05-13 08:02:44.742121+00
1344,1222,2026-05-13 08:02:44.742121+00
1345,1231,2026-05-13 08:02:44.742121+00
1345,1237,2026-05-13 08:02:44.742121+00
1345,1257,2026-05-13 08:02:44.742121+00
1345,1195,2026-05-13 08:02:44.742121+00
1345,1201,2026-05-13 08:02:44.742121+00
1346,1214,2026-05-13 08:02:44.742121+00
1346,1224,2026-05-13 08:02:44.742121+00
1347,1201,2026-05-13 08:02:44.742121+00
1347,1207,2026-05-13 08:02:44.742121+00
1348,1213,2026-05-13 08:02:44.742121+00
1348,1234,2026-05-13 08:02:44.742121+00
1350,1245,2026-05-13 08:02:44.742121+00
1351,1264,2026-05-13 08:02:44.742121+00
1352,1210,2026-05-13 08:02:44.742121+00
1352,1229,2026-05-13 08:02:44.742121+00
1352,1240,2026-05-13 08:02:44.742121+00
1352,1230,2026-05-13 08:02:44.742121+00
1353,1262,2026-05-13 08:02:44.742121+00
1353,1199,2026-05-13 08:02:44.742121+00
1353,1246,2026-05-13 08:02:44.742121+00
1353,1251,2026-05-13 08:02:44.742121+00
1354,1250,2026-05-13 08:02:44.742121+00
1354,1269,2026-05-13 08:02:44.742121+00
1355,1231,2026-05-13 08:02:44.742121+00
1355,1209,2026-05-13 08:02:44.742121+00
1355,1243,2026-05-13 08:02:44.742121+00
1358,1263,2026-05-13 08:02:44.742121+00
1358,1194,2026-05-13 08:02:44.742121+00
1358,1217,2026-05-13 08:02:44.742121+00
1358,1208,2026-05-13 08:02:44.742121+00
1361,1228,2026-05-13 08:02:44.742121+00
1361,1234,2026-05-13 08:02:44.742121+00
1361,1259,2026-05-13 08:02:44.742121+00
1363,1194,2026-05-13 08:02:44.742121+00
1364,1201,2026-05-13 08:02:44.742121+00
1364,1242,2026-05-13 08:02:44.742121+00
1366,1216,2026-05-13 08:02:44.742121+00
1366,1215,2026-05-13 08:02:44.742121+00
1366,1256,2026-05-13 08:02:44.742121+00
1367,1197,2026-05-13 08:02:44.742121+00
1367,1224,2026-05-13 08:02:44.742121+00
1367,1207,2026-05-13 08:02:44.742121+00
1368,1194,2026-05-13 08:02:44.742121+00
1368,1232,2026-05-13 08:02:44.742121+00
1368,1196,2026-05-13 08:02:44.742121+00
1368,1198,2026-05-13 08:02:44.742121+00
1368,1261,2026-05-13 08:02:44.742121+00
1368,1211,2026-05-13 08:02:44.742121+00
1368,1221,2026-05-13 08:02:44.742121+00
1369,1271,2026-05-13 08:02:44.742121+00
1369,1258,2026-05-13 08:02:44.742121+00
1370,1219,2026-05-13 08:02:44.742121+00
1370,1234,2026-05-13 08:02:44.742121+00
1372,1237,2026-05-13 08:02:44.742121+00
1372,1199,2026-05-13 08:02:44.742121+00
1372,1214,2026-05-13 08:02:44.742121+00
1372,1203,2026-05-13 08:02:44.742121+00
1373,1227,2026-05-13 08:02:44.742121+00
1373,1229,2026-05-13 08:02:44.742121+00
1373,1268,2026-05-13 08:02:44.742121+00
1373,1247,2026-05-13 08:02:44.742121+00
1373,1231,2026-05-13 08:02:44.742121+00
1374,1253,2026-05-13 08:02:44.742121+00
1374,1255,2026-05-13 08:02:44.742121+00
1374,1228,2026-05-13 08:02:44.742121+00
1374,1266,2026-05-13 08:02:44.742121+00
