post_id,user_id,created_at
556,1270,2026-05-13 08:02:44.742121+00
556,1241,2026-05-13 08:02:44.742121+00
556,1271,2026-05-13 08:02:44.742121+00
556,1246,2026-05-13 08:02:44.742121+00
556,1253,2026-05-13 08:02:44.742121+00
557,1253,2026-05-13 08:02:44.742121+00
557,1270,2026-05-13 08:02:44.742121+00
557,1271,2026-05-13 08:02:44.742121+00
557,1241,2026-05-13 08:02:44.742121+00
557,1208,2026-05-13 08:02:44.742121+00
558,1268,2026-05-13 08:02:44.742121+00
558,1201,2026-05-13 08:02:44.742121+00
559,1268,2026-05-13 08:02:44.742121+00
559,1271,2026-05-13 08:02:44.742121+00
560,1211,2026-05-13 08:02:44.742121+00
561,1201,2026-05-13 08:02:44.742121+00
561,1211,2026-05-13 08:02:44.742121+00
561,1271,2026-05-13 08:02:44.742121+00
562,1201,2026-05-13 08:02:44.742121+00
562,1268,2026-05-13 08:02:44.742121+00
563,1271,2026-05-13 08:02:44.742121+00
564,1271,2026-05-13 08:02:44.742121+00
564,1201,2026-05-13 08:02:44.742121+00
565,1195,2026-05-13 08:02:44.742121+00
566,1196,2026-05-13 08:02:44.742121+00
566,1199,2026-05-13 08:02:44.742121+00
567,1206,2026-05-13 08:02:44.742121+00
567,1229,2026-05-13 08:02:44.742121+00
567,1199,2026-05-13 08:02:44.742121+00
567,1255,2026-05-13 08:02:44.742121+00
567,1205,2026-05-13 08:02:44.742121+00
567,1198,2026-05-13 08:02:44.742121+00
568,1217,2026-05-13 08:02:44.742121+00
568,1229,2026-05-13 08:02:44.742121+00
568,1259,2026-05-13 08:02:44.742121+00
569,1217,2026-05-13 08:02:44.742121+00
569,1271,2026-05-13 08:02:44.742121+00
570,1261,2026-05-13 08:02:44.742121+00
570,1198,2026-05-13 08:02:44.742121+00
570,1221,2026-05-13 08:02:44.742121+00
571,1198,2026-05-13 08:02:44.742121+00
572,1261,2026-05-13 08:02:44.742121+00
572,1198,2026-05-13 08:02:44.742121+00
573,1261,2026-05-13 08:02:44.742121+00
573,1198,2026-05-13 08:02:44.742121+00
574,1212,2026-05-13 08:02:44.742121+00
574,1203,2026-05-13 08:02:44.742121+00
575,1212,2026-05-13 08:02:44.742121+00
575,1203,2026-05-13 08:02:44.742121+00
576,1203,2026-05-13 08:02:44.742121+00
576,1250,2026-05-13 08:02:44.742121+00
577,1226,2026-05-13 08:02:44.742121+00
577,1199,2026-05-13 08:02:44.742121+00
577,1267,2026-05-13 08:02:44.742121+00
578,1226,2026-05-13 08:02:44.742121+00
578,1259,2026-05-13 08:02:44.742121+00
579,1271,2026-05-13 08:02:44.742121+00
579,1267,2026-05-13 08:02:44.742121+00
579,1199,2026-05-13 08:02:44.742121+00
579,1259,2026-05-13 08:02:44.742121+00
580,1256,2026-05-13 08:02:44.742121+00
581,1235,2026-05-13 08:02:44.742121+00
581,1256,2026-05-13 08:02:44.742121+00
582,1256,2026-05-13 08:02:44.742121+00
582,1235,2026-05-13 08:02:44.742121+00
582,1207,2026-05-13 08:02:44.742121+00
583,1219,2026-05-13 08:02:44.742121+00
583,1210,2026-05-13 08:02:44.742121+00
584,1219,2026-05-13 08:02:44.742121+00
584,1243,2026-05-13 08:02:44.742121+00
585,1196,2026-05-13 08:02:44.742121+00
585,1262,2026-05-13 08:02:44.742121+00
586,1262,2026-05-13 08:02:44.742121+00
587,1196,2026-05-13 08:02:44.742121+00
588,1262,2026-05-13 08:02:44.742121+00
588,1196,2026-05-13 08:02:44.742121+00
588,1259,2026-05-13 08:02:44.742121+00
589,1223,2026-05-13 08:02:44.742121+00
589,1234,2026-05-13 08:02:44.742121+00
589,1195,2026-05-13 08:02:44.742121+00
589,1255,2026-05-13 08:02:44.742121+00
589,1203,2026-05-13 08:02:44.742121+00
589,1200,2026-05-13 08:02:44.742121+00
590,1270,2026-05-13 08:02:44.742121+00
590,1203,2026-05-13 08:02:44.742121+00
590,1234,2026-05-13 08:02:44.742121+00
590,1195,2026-05-13 08:02:44.742121+00
590,1223,2026-05-13 08:02:44.742121+00
590,1248,2026-05-13 08:02:44.742121+00
591,1203,2026-05-13 08:02:44.742121+00
591,1265,2026-05-13 08:02:44.742121+00
591,1200,2026-05-13 08:02:44.742121+00
592,1255,2026-05-13 08:02:44.742121+00
592,1223,2026-05-13 08:02:44.742121+00
592,1195,2026-05-13 08:02:44.742121+00
592,1248,2026-05-13 08:02:44.742121+00
593,1218,2026-05-13 08:02:44.742121+00
593,1268,2026-05-13 08:02:44.742121+00
594,1259,2026-05-13 08:02:44.742121+00
595,1259,2026-05-13 08:02:44.742121+00
596,1259,2026-05-13 08:02:44.742121+00
597,1259,2026-05-13 08:02:44.742121+00
598,1268,2026-05-13 08:02:44.742121+00
598,1218,2026-05-13 08:02:44.742121+00
599,1268,2026-05-13 08:02:44.742121+00
599,1218,2026-05-13 08:02:44.742121+00
600,1265,2026-05-13 08:02:44.742121+00
600,1223,2026-05-13 08:02:44.742121+00
600,1201,2026-05-13 08:02:44.742121+00
600,1230,2026-05-13 08:02:44.742121+00
600,1260,2026-05-13 08:02:44.742121+00
601,1201,2026-05-13 08:02:44.742121+00
602,1195,2026-05-13 08:02:44.742121+00
602,1258,2026-05-13 08:02:44.742121+00
602,1204,2026-05-13 08:02:44.742121+00
603,1204,2026-05-13 08:02:44.742121+00
603,1258,2026-05-13 08:02:44.742121+00
604,1204,2026-05-13 08:02:44.742121+00
605,1204,2026-05-13 08:02:44.742121+00
605,1258,2026-05-13 08:02:44.742121+00
606,1195,2026-05-13 08:02:44.742121+00
606,1204,2026-05-13 08:02:44.742121+00
607,1258,2026-05-13 08:02:44.742121+00
607,1195,2026-05-13 08:02:44.742121+00
607,1204,2026-05-13 08:02:44.742121+00
608,1195,2026-05-13 08:02:44.742121+00
608,1204,2026-05-13 08:02:44.742121+00
609,1222,2026-05-13 08:02:44.742121+00
609,1262,2026-05-13 08:02:44.742121+00
609,1251,2026-05-13 08:02:44.742121+00
610,1198,2026-05-13 08:02:44.742121+00
610,1235,2026-05-13 08:02:44.742121+00
610,1208,2026-05-13 08:02:44.742121+00
610,1240,2026-05-13 08:02:44.742121+00
610,1236,2026-05-13 08:02:44.742121+00
610,1205,2026-05-13 08:02:44.742121+00
611,1258,2026-05-13 08:02:44.742121+00
611,1197,2026-05-13 08:02:44.742121+00
611,1256,2026-05-13 08:02:44.742121+00
611,1243,2026-05-13 08:02:44.742121+00
611,1204,2026-05-13 08:02:44.742121+00
611,1212,2026-05-13 08:02:44.742121+00
612,1256,2026-05-13 08:02:44.742121+00
612,1204,2026-05-13 08:02:44.742121+00
612,1243,2026-05-13 08:02:44.742121+00
612,1197,2026-05-13 08:02:44.742121+00
612,1258,2026-05-13 08:02:44.742121+00
612,1212,2026-05-13 08:02:44.742121+00
613,1197,2026-05-13 08:02:44.742121+00
613,1243,2026-05-13 08:02:44.742121+00
613,1258,2026-05-13 08:02:44.742121+00
613,1256,2026-05-13 08:02:44.742121+00
614,1232,2026-05-13 08:02:44.742121+00
614,1200,2026-05-13 08:02:44.742121+00
614,1222,2026-05-13 08:02:44.742121+00
614,1251,2026-05-13 08:02:44.742121+00
614,1198,2026-05-13 08:02:44.742121+00
615,1196,2026-05-13 08:02:44.742121+00
615,1198,2026-05-13 08:02:44.742121+00
615,1214,2026-05-13 08:02:44.742121+00
615,1246,2026-05-13 08:02:44.742121+00
615,1248,2026-05-13 08:02:44.742121+00
615,1267,2026-05-13 08:02:44.742121+00
616,1248,2026-05-13 08:02:44.742121+00
616,1251,2026-05-13 08:02:44.742121+00
616,1200,2026-05-13 08:02:44.742121+00
616,1222,2026-05-13 08:02:44.742121+00
616,1226,2026-05-13 08:02:44.742121+00
616,1267,2026-05-13 08:02:44.742121+00
616,1246,2026-05-13 08:02:44.742121+00
617,1222,2026-05-13 08:02:44.742121+00
617,1251,2026-05-13 08:02:44.742121+00
617,1198,2026-05-13 08:02:44.742121+00
617,1248,2026-05-13 08:02:44.742121+00
617,1246,2026-05-13 08:02:44.742121+00
617,1196,2026-05-13 08:02:44.742121+00
617,1200,2026-05-13 08:02:44.742121+00
617,1232,2026-05-13 08:02:44.742121+00
617,1267,2026-05-13 08:02:44.742121+00
618,1248,2026-05-13 08:02:44.742121+00
618,1200,2026-05-13 08:02:44.742121+00
618,1226,2026-05-13 08:02:44.742121+00
618,1246,2026-05-13 08:02:44.742121+00
618,1214,2026-05-13 08:02:44.742121+00
618,1222,2026-05-13 08:02:44.742121+00
618,1251,2026-05-13 08:02:44.742121+00
618,1267,2026-05-13 08:02:44.742121+00
618,1232,2026-05-13 08:02:44.742121+00
619,1267,2026-05-13 08:02:44.742121+00
619,1196,2026-05-13 08:02:44.742121+00
619,1248,2026-05-13 08:02:44.742121+00
619,1246,2026-05-13 08:02:44.742121+00
619,1226,2026-05-13 08:02:44.742121+00
619,1222,2026-05-13 08:02:44.742121+00
620,1246,2026-05-13 08:02:44.742121+00
620,1248,2026-05-13 08:02:44.742121+00
620,1214,2026-05-13 08:02:44.742121+00
620,1232,2026-05-13 08:02:44.742121+00
620,1222,2026-05-13 08:02:44.742121+00
620,1200,2026-05-13 08:02:44.742121+00
621,1246,2026-05-13 08:02:44.742121+00
621,1198,2026-05-13 08:02:44.742121+00
621,1214,2026-05-13 08:02:44.742121+00
621,1251,2026-05-13 08:02:44.742121+00
621,1267,2026-05-13 08:02:44.742121+00
621,1226,2026-05-13 08:02:44.742121+00
621,1248,2026-05-13 08:02:44.742121+00
621,1196,2026-05-13 08:02:44.742121+00
621,1200,2026-05-13 08:02:44.742121+00
622,1232,2026-05-13 08:02:44.742121+00
622,1251,2026-05-13 08:02:44.742121+00
622,1214,2026-05-13 08:02:44.742121+00
622,1248,2026-05-13 08:02:44.742121+00
622,1222,2026-05-13 08:02:44.742121+00
622,1196,2026-05-13 08:02:44.742121+00
622,1198,2026-05-13 08:02:44.742121+00
622,1267,2026-05-13 08:02:44.742121+00
622,1200,2026-05-13 08:02:44.742121+00
622,1226,2026-05-13 08:02:44.742121+00
623,1205,2026-05-13 08:02:44.742121+00
623,1225,2026-05-13 08:02:44.742121+00
623,1209,2026-05-13 08:02:44.742121+00
623,1199,2026-05-13 08:02:44.742121+00
624,1271,2026-05-13 08:02:44.742121+00
624,1209,2026-05-13 08:02:44.742121+00
625,1209,2026-05-13 08:02:44.742121+00
625,1198,2026-05-13 08:02:44.742121+00
625,1225,2026-05-13 08:02:44.742121+00
625,1271,2026-05-13 08:02:44.742121+00
625,1205,2026-05-13 08:02:44.742121+00
626,1209,2026-05-13 08:02:44.742121+00
626,1268,2026-05-13 08:02:44.742121+00
626,1225,2026-05-13 08:02:44.742121+00
626,1271,2026-05-13 08:02:44.742121+00
626,1205,2026-05-13 08:02:44.742121+00
626,1198,2026-05-13 08:02:44.742121+00
626,1199,2026-05-13 08:02:44.742121+00
627,1199,2026-05-13 08:02:44.742121+00
627,1209,2026-05-13 08:02:44.742121+00
627,1205,2026-05-13 08:02:44.742121+00
628,1209,2026-05-13 08:02:44.742121+00
628,1257,2026-05-13 08:02:44.742121+00
628,1242,2026-05-13 08:02:44.742121+00
628,1265,2026-05-13 08:02:44.742121+00
629,1222,2026-05-13 08:02:44.742121+00
629,1206,2026-05-13 08:02:44.742121+00
630,1257,2026-05-13 08:02:44.742121+00
630,1265,2026-05-13 08:02:44.742121+00
630,1206,2026-05-13 08:02:44.742121+00
630,1222,2026-05-13 08:02:44.742121+00
630,1243,2026-05-13 08:02:44.742121+00
630,1242,2026-05-13 08:02:44.742121+00
631,1209,2026-05-13 08:02:44.742121+00
631,1265,2026-05-13 08:02:44.742121+00
632,1206,2026-05-13 08:02:44.742121+00
632,1243,2026-05-13 08:02:44.742121+00
632,1257,2026-05-13 08:02:44.742121+00
633,1265,2026-05-13 08:02:44.742121+00
633,1222,2026-05-13 08:02:44.742121+00
634,1257,2026-05-13 08:02:44.742121+00
634,1265,2026-05-13 08:02:44.742121+00
634,1242,2026-05-13 08:02:44.742121+00
634,1206,2026-05-13 08:02:44.742121+00
634,1243,2026-05-13 08:02:44.742121+00
635,1209,2026-05-13 08:02:44.742121+00
635,1255,2026-05-13 08:02:44.742121+00
636,1261,2026-05-13 08:02:44.742121+00
636,1258,2026-05-13 08:02:44.742121+00
636,1209,2026-05-13 08:02:44.742121+00
636,1229,2026-05-13 08:02:44.742121+00
637,1255,2026-05-13 08:02:44.742121+00
637,1209,2026-05-13 08:02:44.742121+00
637,1251,2026-05-13 08:02:44.742121+00
637,1261,2026-05-13 08:02:44.742121+00
637,1229,2026-05-13 08:02:44.742121+00
638,1209,2026-05-13 08:02:44.742121+00
638,1258,2026-05-13 08:02:44.742121+00
639,1195,2026-05-13 08:02:44.742121+00
639,1257,2026-05-13 08:02:44.742121+00
640,1211,2026-05-13 08:02:44.742121+00
640,1195,2026-05-13 08:02:44.742121+00
640,1257,2026-05-13 08:02:44.742121+00
641,1257,2026-05-13 08:02:44.742121+00
641,1211,2026-05-13 08:02:44.742121+00
642,1257,2026-05-13 08:02:44.742121+00
642,1195,2026-05-13 08:02:44.742121+00
642,1211,2026-05-13 08:02:44.742121+00
643,1195,2026-05-13 08:02:44.742121+00
643,1211,2026-05-13 08:02:44.742121+00
644,1258,2026-05-13 08:02:44.742121+00
644,1256,2026-05-13 08:02:44.742121+00
644,1221,2026-05-13 08:02:44.742121+00
645,1256,2026-05-13 08:02:44.742121+00
645,1271,2026-05-13 08:02:44.742121+00
646,1227,2026-05-13 08:02:44.742121+00
647,1202,2026-05-13 08:02:44.742121+00
647,1220,2026-05-13 08:02:44.742121+00
648,1227,2026-05-13 08:02:44.742121+00
648,1202,2026-05-13 08:02:44.742121+00
648,1220,2026-05-13 08:02:44.742121+00
649,1269,2026-05-13 08:02:44.742121+00
649,1270,2026-05-13 08:02:44.742121+00
649,1205,2026-05-13 08:02:44.742121+00
650,1235,2026-05-13 08:02:44.742121+00
650,1205,2026-05-13 08:02:44.742121+00
650,1269,2026-05-13 08:02:44.742121+00
651,1205,2026-05-13 08:02:44.742121+00
651,1269,2026-05-13 08:02:44.742121+00
654,1198,2026-05-13 08:02:44.742121+00
655,1198,2026-05-13 08:02:44.742121+00
656,1198,2026-05-13 08:02:44.742121+00
657,1198,2026-05-13 08:02:44.742121+00
658,1198,2026-05-13 08:02:44.742121+00
660,1251,2026-05-13 08:02:44.742121+00
660,1223,2026-05-13 08:02:44.742121+00
661,1196,2026-05-13 08:02:44.742121+00
661,1223,2026-05-13 08:02:44.742121+00
661,1251,2026-05-13 08:02:44.742121+00
662,1223,2026-05-13 08:02:44.742121+00
662,1196,2026-05-13 08:02:44.742121+00
663,1216,2026-05-13 08:02:44.742121+00
663,1195,2026-05-13 08:02:44.742121+00
663,1232,2026-05-13 08:02:44.742121+00
664,1195,2026-05-13 08:02:44.742121+00
664,1216,2026-05-13 08:02:44.742121+00
664,1232,2026-05-13 08:02:44.742121+00
664,1250,2026-05-13 08:02:44.742121+00
665,1201,2026-05-13 08:02:44.742121+00
665,1238,2026-05-13 08:02:44.742121+00
665,1209,2026-05-13 08:02:44.742121+00
665,1204,2026-05-13 08:02:44.742121+00
666,1238,2026-05-13 08:02:44.742121+00
666,1209,2026-05-13 08:02:44.742121+00
667,1205,2026-05-13 08:02:44.742121+00
667,1200,2026-05-13 08:02:44.742121+00
667,1233,2026-05-13 08:02:44.742121+00
667,1256,2026-05-13 08:02:44.742121+00
668,1233,2026-05-13 08:02:44.742121+00
668,1256,2026-05-13 08:02:44.742121+00
669,1270,2026-05-13 08:02:44.742121+00
669,1202,2026-05-13 08:02:44.742121+00
669,1205,2026-05-13 08:02:44.742121+00
669,1256,2026-05-13 08:02:44.742121+00
670,1209,2026-05-13 08:02:44.742121+00
670,1199,2026-05-13 08:02:44.742121+00
671,1199,2026-05-13 08:02:44.742121+00
671,1209,2026-05-13 08:02:44.742121+00
671,1198,2026-05-13 08:02:44.742121+00
672,1207,2026-05-13 08:02:44.742121+00
672,1239,2026-05-13 08:02:44.742121+00
672,1213,2026-05-13 08:02:44.742121+00
672,1216,2026-05-13 08:02:44.742121+00
672,1268,2026-05-13 08:02:44.742121+00
672,1242,2026-05-13 08:02:44.742121+00
672,1255,2026-05-13 08:02:44.742121+00
673,1261,2026-05-13 08:02:44.742121+00
673,1266,2026-05-13 08:02:44.742121+00
673,1255,2026-05-13 08:02:44.742121+00
673,1213,2026-05-13 08:02:44.742121+00
673,1239,2026-05-13 08:02:44.742121+00
674,1216,2026-05-13 08:02:44.742121+00
674,1231,2026-05-13 08:02:44.742121+00
674,1268,2026-05-13 08:02:44.742121+00
674,1255,2026-05-13 08:02:44.742121+00
674,1261,2026-05-13 08:02:44.742121+00
674,1213,2026-05-13 08:02:44.742121+00
675,1261,2026-05-13 08:02:44.742121+00
675,1239,2026-05-13 08:02:44.742121+00
675,1213,2026-05-13 08:02:44.742121+00
675,1207,2026-05-13 08:02:44.742121+00
675,1268,2026-05-13 08:02:44.742121+00
675,1255,2026-05-13 08:02:44.742121+00
675,1242,2026-05-13 08:02:44.742121+00
676,1216,2026-05-13 08:02:44.742121+00
676,1255,2026-05-13 08:02:44.742121+00
676,1213,2026-05-13 08:02:44.742121+00
676,1207,2026-05-13 08:02:44.742121+00
676,1268,2026-05-13 08:02:44.742121+00
676,1266,2026-05-13 08:02:44.742121+00
676,1242,2026-05-13 08:02:44.742121+00
677,1239,2026-05-13 08:02:44.742121+00
677,1261,2026-05-13 08:02:44.742121+00
677,1216,2026-05-13 08:02:44.742121+00
678,1213,2026-05-13 08:02:44.742121+00
678,1216,2026-05-13 08:02:44.742121+00
678,1261,2026-05-13 08:02:44.742121+00
678,1231,2026-05-13 08:02:44.742121+00
678,1207,2026-05-13 08:02:44.742121+00
679,1212,2026-05-13 08:02:44.742121+00
679,1225,2026-05-13 08:02:44.742121+00
679,1198,2026-05-13 08:02:44.742121+00
680,1195,2026-05-13 08:02:44.742121+00
681,1258,2026-05-13 08:02:44.742121+00
681,1266,2026-05-13 08:02:44.742121+00
681,1203,2026-05-13 08:02:44.742121+00
682,1266,2026-05-13 08:02:44.742121+00
682,1268,2026-05-13 08:02:44.742121+00
682,1258,2026-05-13 08:02:44.742121+00
682,1270,2026-05-13 08:02:44.742121+00
683,1268,2026-05-13 08:02:44.742121+00
683,1203,2026-05-13 08:02:44.742121+00
684,1229,2026-05-13 08:02:44.742121+00
684,1261,2026-05-13 08:02:44.742121+00
684,1271,2026-05-13 08:02:44.742121+00
684,1249,2026-05-13 08:02:44.742121+00
685,1197,2026-05-13 08:02:44.742121+00
685,1214,2026-05-13 08:02:44.742121+00
686,1214,2026-05-13 08:02:44.742121+00
686,1197,2026-05-13 08:02:44.742121+00
687,1214,2026-05-13 08:02:44.742121+00
687,1268,2026-05-13 08:02:44.742121+00
688,1257,2026-05-13 08:02:44.742121+00
688,1219,2026-05-13 08:02:44.742121+00
689,1271,2026-05-13 08:02:44.742121+00
689,1257,2026-05-13 08:02:44.742121+00
689,1223,2026-05-13 08:02:44.742121+00
690,1199,2026-05-13 08:02:44.742121+00
690,1271,2026-05-13 08:02:44.742121+00
690,1257,2026-05-13 08:02:44.742121+00
691,1219,2026-05-13 08:02:44.742121+00
691,1199,2026-05-13 08:02:44.742121+00
691,1257,2026-05-13 08:02:44.742121+00
692,1207,2026-05-13 08:02:44.742121+00
692,1239,2026-05-13 08:02:44.742121+00
692,1243,2026-05-13 08:02:44.742121+00
693,1232,2026-05-13 08:02:44.742121+00
693,1207,2026-05-13 08:02:44.742121+00
693,1256,2026-05-13 08:02:44.742121+00
693,1241,2026-05-13 08:02:44.742121+00
694,1199,2026-05-13 08:02:44.742121+00
694,1207,2026-05-13 08:02:44.742121+00
695,1256,2026-05-13 08:02:44.742121+00
695,1207,2026-05-13 08:02:44.742121+00
695,1199,2026-05-13 08:02:44.742121+00
696,1241,2026-05-13 08:02:44.742121+00
696,1232,2026-05-13 08:02:44.742121+00
696,1256,2026-05-13 08:02:44.742121+00
696,1199,2026-05-13 08:02:44.742121+00
696,1207,2026-05-13 08:02:44.742121+00
697,1241,2026-05-13 08:02:44.742121+00
697,1232,2026-05-13 08:02:44.742121+00
698,1220,2026-05-13 08:02:44.742121+00
698,1203,2026-05-13 08:02:44.742121+00
698,1196,2026-05-13 08:02:44.742121+00
699,1243,2026-05-13 08:02:44.742121+00
699,1196,2026-05-13 08:02:44.742121+00
700,1212,2026-05-13 08:02:44.742121+00
700,1206,2026-05-13 08:02:44.742121+00
701,1212,2026-05-13 08:02:44.742121+00
701,1204,2026-05-13 08:02:44.742121+00
701,1227,2026-05-13 08:02:44.742121+00
702,1204,2026-05-13 08:02:44.742121+00
702,1206,2026-05-13 08:02:44.742121+00
703,1209,2026-05-13 08:02:44.742121+00
703,1269,2026-05-13 08:02:44.742121+00
703,1234,2026-05-13 08:02:44.742121+00
704,1226,2026-05-13 08:02:44.742121+00
704,1209,2026-05-13 08:02:44.742121+00
705,1209,2026-05-13 08:02:44.742121+00
705,1234,2026-05-13 08:02:44.742121+00
706,1234,2026-05-13 08:02:44.742121+00
706,1226,2026-05-13 08:02:44.742121+00
707,1238,2026-05-13 08:02:44.742121+00
707,1260,2026-05-13 08:02:44.742121+00
707,1258,2026-05-13 08:02:44.742121+00
707,1268,2026-05-13 08:02:44.742121+00
708,1268,2026-05-13 08:02:44.742121+00
708,1260,2026-05-13 08:02:44.742121+00
708,1238,2026-05-13 08:02:44.742121+00
708,1258,2026-05-13 08:02:44.742121+00
709,1268,2026-05-13 08:02:44.742121+00
709,1238,2026-05-13 08:02:44.742121+00
709,1258,2026-05-13 08:02:44.742121+00
709,1260,2026-05-13 08:02:44.742121+00
710,1230,2026-05-13 08:02:44.742121+00
710,1202,2026-05-13 08:02:44.742121+00
710,1259,2026-05-13 08:02:44.742121+00
710,1271,2026-05-13 08:02:44.742121+00
710,1195,2026-05-13 08:02:44.742121+00
711,1219,2026-05-13 08:02:44.742121+00
711,1199,2026-05-13 08:02:44.742121+00
711,1271,2026-05-13 08:02:44.742121+00
711,1202,2026-05-13 08:02:44.742121+00
711,1230,2026-05-13 08:02:44.742121+00
712,1195,2026-05-13 08:02:44.742121+00
712,1219,2026-05-13 08:02:44.742121+00
713,1224,2026-05-13 08:02:44.742121+00
